product_id,product_name,category,description,user_id,rating
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,17,4
106,Adidas Ultraboost,Fashion,High performance running shoes boost,17,2
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,7,4
101,Sony WH-1000XM5,Electronics,Noise cancelling headphones 30hr battery,2,5
101,Sony WH-1000XM5,Electronics,Noise cancelling headphones 30hr battery,12,3
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,11,4
104,PlayStation 5,Electronics,Next gen gaming console 4k graphics,12,3
103,Nike Air Max,Fashion,Running shoes air cushioning comfort,4,4
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,18,5
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,11,4
104,PlayStation 5,Electronics,Next gen gaming console 4k graphics,18,3
101,Sony WH-1000XM5,Electronics,Noise cancelling headphones 30hr battery,18,3
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,9,1
106,Adidas Ultraboost,Fashion,High performance running shoes boost,3,1
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,20,5
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,10,3
106,Adidas Ultraboost,Fashion,High performance running shoes boost,9,1
103,Nike Air Max,Fashion,Running shoes air cushioning comfort,5,2
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,7,2
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,5,1
104,PlayStation 5,Electronics,Next gen gaming console 4k graphics,1,4
101,Sony WH-1000XM5,Electronics,Noise cancelling headphones 30hr battery,11,1
101,Sony WH-1000XM5,Electronics,Noise cancelling headphones 30hr battery,2,4
102,MacBook Air M2,Electronics,Apple laptop M2 chip lightweight,11,2
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,5,2
108,Levi's 501 Jeans,Fashion,Classic original fit denim jeans blue,3,1
101,Sony WH-1000XM5,Electronics,Noise cancelling headphones 30hr battery,3,4
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,20,5
103,Nike Air Max,Fashion,Running shoes air cushioning comfort,5,1
103,Nike Air Max,Fashion,Running shoes air cushioning comfort,20,4
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,9,2
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,14,5
101,Sony WH-1000XM5,Electronics,Noise cancelling headphones 30hr battery,3,1
108,Levi's 501 Jeans,Fashion,Classic original fit denim jeans blue,7,2
101,Sony WH-1000XM5,Electronics,Noise cancelling headphones 30hr battery,2,3
106,Adidas Ultraboost,Fashion,High performance running shoes boost,3,3
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,9,1
101,Sony WH-1000XM5,Electronics,Noise cancelling headphones 30hr battery,17,3
104,PlayStation 5,Electronics,Next gen gaming console 4k graphics,4,5
101,Sony WH-1000XM5,Electronics,Noise cancelling headphones 30hr battery,5,4
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,15,4
108,Levi's 501 Jeans,Fashion,Classic original fit denim jeans blue,17,3
103,Nike Air Max,Fashion,Running shoes air cushioning comfort,18,3
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,12,5
108,Levi's 501 Jeans,Fashion,Classic original fit denim jeans blue,8,1
102,MacBook Air M2,Electronics,Apple laptop M2 chip lightweight,14,5
108,Levi's 501 Jeans,Fashion,Classic original fit denim jeans blue,5,1
103,Nike Air Max,Fashion,Running shoes air cushioning comfort,20,1
104,PlayStation 5,Electronics,Next gen gaming console 4k graphics,6,3
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,6,4
108,Levi's 501 Jeans,Fashion,Classic original fit denim jeans blue,20,2
103,Nike Air Max,Fashion,Running shoes air cushioning comfort,7,3
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,18,3
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,16,5
108,Levi's 501 Jeans,Fashion,Classic original fit denim jeans blue,1,2
108,Levi's 501 Jeans,Fashion,Classic original fit denim jeans blue,17,1
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,6,4
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,17,1
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,19,3
108,Levi's 501 Jeans,Fashion,Classic original fit denim jeans blue,13,3
101,Sony WH-1000XM5,Electronics,Noise cancelling headphones 30hr battery,3,4
101,Sony WH-1000XM5,Electronics,Noise cancelling headphones 30hr battery,10,5
106,Adidas Ultraboost,Fashion,High performance running shoes boost,17,1
102,MacBook Air M2,Electronics,Apple laptop M2 chip lightweight,12,3
