product_id,product_name,category,description,user_id,rating
101,Sony WH-1000XM5,Electronics,Noise cancelling headphones 30hr battery,1,1
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,13,1
106,Adidas Ultraboost,Fashion,High performance running shoes boost,4,3
108,Levis 501 Jeans,Fashion,Classic original fit denim jeans blue,16,1
104,PlayStation 5,Electronics,Next gen gaming console 4k graphics,8,5
102,MacBook Air M2,Electronics,Apple laptop M2 chip lightweight,12,4
102,MacBook Air M2,Electronics,Apple laptop M2 chip lightweight,1,3
103,Nike Air Max,Fashion,Running shoes air cushioning comfort,15,3
102,MacBook Air M2,Electronics,Apple laptop M2 chip lightweight,18,5
102,MacBook Air M2,Electronics,Apple laptop M2 chip lightweight,1,4
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,9,2
106,Adidas Ultraboost,Fashion,High performance running shoes boost,3,4
101,Sony WH-1000XM5,Electronics,Noise cancelling headphones 30hr battery,15,3
108,Levis 501 Jeans,Fashion,Classic original fit denim jeans blue,2,1
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,9,2
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,5,3
106,Adidas Ultraboost,Fashion,High performance running shoes boost,18,1
101,Sony WH-1000XM5,Electronics,Noise cancelling headphones 30hr battery,8,5
104,PlayStation 5,Electronics,Next gen gaming console 4k graphics,17,3
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,12,3
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,19,2
101,Sony WH-1000XM5,Electronics,Noise cancelling headphones 30hr battery,10,3
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,8,5
102,MacBook Air M2,Electronics,Apple laptop M2 chip lightweight,1,1
103,Nike Air Max,Fashion,Running shoes air cushioning comfort,3,3
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,10,5
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,12,5
103,Nike Air Max,Fashion,Running shoes air cushioning comfort,13,2
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,1,3
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,1,4
104,PlayStation 5,Electronics,Next gen gaming console 4k graphics,6,5
104,PlayStation 5,Electronics,Next gen gaming console 4k graphics,9,1
108,Levis 501 Jeans,Fashion,Classic original fit denim jeans blue,19,4
104,PlayStation 5,Electronics,Next gen gaming console 4k graphics,15,1
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,7,2
103,Nike Air Max,Fashion,Running shoes air cushioning comfort,6,2
101,Sony WH-1000XM5,Electronics,Noise cancelling headphones 30hr battery,14,5
108,Levis 501 Jeans,Fashion,Classic original fit denim jeans blue,11,2
102,MacBook Air M2,Electronics,Apple laptop M2 chip lightweight,1,3
102,MacBook Air M2,Electronics,Apple laptop M2 chip lightweight,2,3
102,MacBook Air M2,Electronics,Apple laptop M2 chip lightweight,11,4
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,5,3
108,Levis 501 Jeans,Fashion,Classic original fit denim jeans blue,7,4
106,Adidas Ultraboost,Fashion,High performance running shoes boost,4,4
106,Adidas Ultraboost,Fashion,High performance running shoes boost,12,3
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,2,3
108,Levis 501 Jeans,Fashion,Classic original fit denim jeans blue,18,1
102,MacBook Air M2,Electronics,Apple laptop M2 chip lightweight,5,4
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,12,5
108,Levis 501 Jeans,Fashion,Classic original fit denim jeans blue,12,3
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,15,2
101,Sony WH-1000XM5,Electronics,Noise cancelling headphones 30hr battery,16,5
106,Adidas Ultraboost,Fashion,High performance running shoes boost,4,3
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,13,2
104,PlayStation 5,Electronics,Next gen gaming console 4k graphics,3,4
103,Nike Air Max,Fashion,Running shoes air cushioning comfort,2,1
106,Adidas Ultraboost,Fashion,High performance running shoes boost,3,2
108,Levis 501 Jeans,Fashion,Classic original fit denim jeans blue,3,2
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,19,3
101,Sony WH-1000XM5,Electronics,Noise cancelling headphones 30hr battery,16,3
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,14,4
101,Sony WH-1000XM5,Electronics,Noise cancelling headphones 30hr battery,17,2
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,3,3
101,Sony WH-1000XM5,Electronics,Noise cancelling headphones 30hr battery,11,2
104,PlayStation 5,Electronics,Next gen gaming console 4k graphics,7,4
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,15,1
104,PlayStation 5,Electronics,Next gen gaming console 4k graphics,2,4
108,Levis 501 Jeans,Fashion,Classic original fit denim jeans blue,20,4
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,4,5
106,Adidas Ultraboost,Fashion,High performance running shoes boost,1,4
101,Sony WH-1000XM5,Electronics,Noise cancelling headphones 30hr battery,6,5
102,MacBook Air M2,Electronics,Apple laptop M2 chip lightweight,9,1
106,Adidas Ultraboost,Fashion,High performance running shoes boost,3,4
108,Levis 501 Jeans,Fashion,Classic original fit denim jeans blue,20,2
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,14,4
103,Nike Air Max,Fashion,Running shoes air cushioning comfort,1,2
104,PlayStation 5,Electronics,Next gen gaming console 4k graphics,20,3
103,Nike Air Max,Fashion,Running shoes air cushioning comfort,18,3
103,Nike Air Max,Fashion,Running shoes air cushioning comfort,12,1
106,Adidas Ultraboost,Fashion,High performance running shoes boost,8,3
103,Nike Air Max,Fashion,Running shoes air cushioning comfort,20,2
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,14,4
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,16,3
103,Nike Air Max,Fashion,Running shoes air cushioning comfort,14,1
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,20,5
102,MacBook Air M2,Electronics,Apple laptop M2 chip lightweight,17,2
104,PlayStation 5,Electronics,Next gen gaming console 4k graphics,7,2
102,MacBook Air M2,Electronics,Apple laptop M2 chip lightweight,19,2
108,Levis 501 Jeans,Fashion,Classic original fit denim jeans blue,19,4
104,PlayStation 5,Electronics,Next gen gaming console 4k graphics,14,4
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,8,3
108,Levis 501 Jeans,Fashion,Classic original fit denim jeans blue,1,1
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,15,3
101,Sony WH-1000XM5,Electronics,Noise cancelling headphones 30hr battery,14,4
104,PlayStation 5,Electronics,Next gen gaming console 4k graphics,8,3
106,Adidas Ultraboost,Fashion,High performance running shoes boost,6,2
104,PlayStation 5,Electronics,Next gen gaming console 4k graphics,19,2
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,6,4
101,Sony WH-1000XM5,Electronics,Noise cancelling headphones 30hr battery,3,2
106,Adidas Ultraboost,Fashion,High performance running shoes boost,2,3
106,Adidas Ultraboost,Fashion,High performance running shoes boost,16,2
108,Levis 501 Jeans,Fashion,Classic original fit denim jeans blue,11,4
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,12,5
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,20,3
106,Adidas Ultraboost,Fashion,High performance running shoes boost,3,4
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,20,4
104,PlayStation 5,Electronics,Next gen gaming console 4k graphics,15,2
102,MacBook Air M2,Electronics,Apple laptop M2 chip lightweight,17,1
108,Levis 501 Jeans,Fashion,Classic original fit denim jeans blue,12,2
103,Nike Air Max,Fashion,Running shoes air cushioning comfort,16,2
102,MacBook Air M2,Electronics,Apple laptop M2 chip lightweight,3,3
101,Sony WH-1000XM5,Electronics,Noise cancelling headphones 30hr battery,20,3
104,PlayStation 5,Electronics,Next gen gaming console 4k graphics,5,2
106,Adidas Ultraboost,Fashion,High performance running shoes boost,5,1
108,Levis 501 Jeans,Fashion,Classic original fit denim jeans blue,9,3
106,Adidas Ultraboost,Fashion,High performance running shoes boost,15,1
101,Sony WH-1000XM5,Electronics,Noise cancelling headphones 30hr battery,5,3
103,Nike Air Max,Fashion,Running shoes air cushioning comfort,4,1
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,14,3
106,Adidas Ultraboost,Fashion,High performance running shoes boost,8,2
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,15,1
102,MacBook Air M2,Electronics,Apple laptop M2 chip lightweight,13,4
108,Levis 501 Jeans,Fashion,Classic original fit denim jeans blue,9,3
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,5,3
108,Levis 501 Jeans,Fashion,Classic original fit denim jeans blue,4,2
102,MacBook Air M2,Electronics,Apple laptop M2 chip lightweight,6,4
106,Adidas Ultraboost,Fashion,High performance running shoes boost,13,1
104,PlayStation 5,Electronics,Next gen gaming console 4k graphics,17,2
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,6,5
102,MacBook Air M2,Electronics,Apple laptop M2 chip lightweight,4,3
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,5,3
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,2,3
102,MacBook Air M2,Electronics,Apple laptop M2 chip lightweight,10,5
104,PlayStation 5,Electronics,Next gen gaming console 4k graphics,11,2
108,Levis 501 Jeans,Fashion,Classic original fit denim jeans blue,12,2
102,MacBook Air M2,Electronics,Apple laptop M2 chip lightweight,1,4
106,Adidas Ultraboost,Fashion,High performance running shoes boost,4,2
102,MacBook Air M2,Electronics,Apple laptop M2 chip lightweight,14,5
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,11,3
102,MacBook Air M2,Electronics,Apple laptop M2 chip lightweight,8,4
108,Levis 501 Jeans,Fashion,Classic original fit denim jeans blue,9,3
104,PlayStation 5,Electronics,Next gen gaming console 4k graphics,13,3
102,MacBook Air M2,Electronics,Apple laptop M2 chip lightweight,7,3
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,9,2
102,MacBook Air M2,Electronics,Apple laptop M2 chip lightweight,8,3
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,1,2
102,MacBook Air M2,Electronics,Apple laptop M2 chip lightweight,6,5
108,Levis 501 Jeans,Fashion,Classic original fit denim jeans blue,5,1
101,Sony WH-1000XM5,Electronics,Noise cancelling headphones 30hr battery,12,5
106,Adidas Ultraboost,Fashion,High performance running shoes boost,19,1
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,17,1
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,19,4
107,iPhone 14 Pro,Electronics,Apple phone dynamic island camera,15,4
104,PlayStation 5,Electronics,Next gen gaming console 4k graphics,9,1
105,Dell XPS 13,Electronics,Windows laptop infinity edge display,13,4
106,Adidas Ultraboost,Fashion,High performance running shoes boost,13,2
102,MacBook Air M2,Electronics,Apple laptop M2 chip lightweight,15,3
103,Nike Air Max,Fashion,Running shoes air cushioning comfort,11,4
